,Period of Holding
8545,94 days 00:00:00.000000000
8546,94 days 00:00:00.000000000
8547,28 days 00:00:00.000000000
8548,7 days 00:00:00.000000000
8549,28 days 00:00:00.000000000
8550,91 days 00:00:00.000000000
8551,30 days 00:00:00.000000000
8552,7 days 00:00:00.000000000
8553,7 days 00:00:00.000000000
8554,35 days 00:00:00.000000000
8555,34 days 00:00:00.000000000
8556,7 days 00:00:00.000000000
8557,7 days 00:00:00.000000000
8558,7 days 00:00:00.000000000
8559,35 days 00:00:00.000000000
8560,11 days 00:00:00.000000000
8561,36 days 00:00:00.000000000
8562,36 days 00:00:00.000000000
8563,1 days 00:00:00.000000000
8564,7 days 00:00:00.000000000
8565,7 days 00:00:00.000000000
8566,36 days 00:00:00.000000000
8567,6 days 00:00:00.000000000
8568,6 days 00:00:00.000000000
8569,8 days 00:00:00.000000000
8570,92 days 00:00:00.000000000
8571,92 days 00:00:00.000000000
8572,31 days 00:00:00.000000000
8573,8 days 00:00:00.000000000
8574,61 days 00:00:00.000000000
8575,61 days 00:00:00.000000000
8576,7 days 00:00:00.000000000
8577,7 days 00:00:00.000000000
8578,7 days 00:00:00.000000000
8579,7 days 00:00:00.000000000
8580,93 days 00:00:00.000000000
8581,7 days 00:00:00.000000000
8582,7 days 00:00:00.000000000
8583,35 days 00:00:00.000000000
8584,96 days 00:00:00.000000000
8585,35 days 00:00:00.000000000
8586,7 days 00:00:00.000000000
8587,7 days 00:00:00.000000000
8588,7 days 00:00:00.000000000
8589,33 days 00:00:00.000000000
8590,32 days 00:00:00.000000000
8591,1 days 00:00:00.000000000
8592,34 days 00:00:00.000000000
8593,7 days 00:00:00.000000000
8594,34 days 00:00:00.000000000
8595,34 days 00:00:00.000000000
8596,34 days 00:00:00.000000000
8597,34 days 00:00:00.000000000
8598,34 days 00:00:00.000000000
8599,34 days 00:00:00.000000000
8600,6 days 00:00:00.000000000
8601,96 days 00:00:00.000000000
8602,14 days 00:00:00.000000000
8603,7 days 00:00:00.000000000
8604,8 days 00:00:00.000000000
8605,67 days 00:00:00.000000000
8606,35 days 00:00:00.000000000
8607,95 days 00:00:00.000000000
8608,7 days 00:00:00.000000000
8609,7 days 00:00:00.000000000
8610,7 days 00:00:00.000000000
8611,7 days 00:00:00.000000000
8612,57 days 00:00:00.000000000
8613,9 days 00:00:00.000000000
8614,90 days 00:00:00.000000000
8615,7 days 00:00:00.000000000
8616,63 days 00:00:00.000000000
8617,63 days 00:00:00.000000000
8618,35 days 00:00:00.000000000
8619,92 days 00:00:00.000000000
8620,181 days 00:00:00.000000000
8621,90 days 00:00:00.000000000
8622,3 days 00:00:00.000000000
8623,94 days 00:00:00.000000000
8624,34 days 00:00:00.000000000
8625,92 days 00:00:00.000000000
8626,35 days 00:00:00.000000000
8627,33 days 00:00:00.000000000
8628,31 days 00:00:00.000000000
8629,7 days 00:00:00.000000000
8630,7 days 00:00:00.000000000
8631,31 days 00:00:00.000000000
8632,37 days 00:00:00.000000000
8633,33 days 00:00:00.000000000
8634,33 days 00:00:00.000000000
8635,7 days 00:00:00.000000000
8636,7 days 00:00:00.000000000
8637,7 days 00:00:00.000000000
8638,7 days 00:00:00.000000000
8639,33 days 00:00:00.000000000
8640,7 days 00:00:00.000000000
8641,32 days 00:00:00.000000000
8642,35 days 00:00:00.000000000
8643,63 days 00:00:00.000000000
8644,34 days 00:00:00.000000000
8645,7 days 00:00:00.000000000
8646,7 days 00:00:00.000000000
8647,34 days 00:00:00.000000000
8648,66 days 00:00:00.000000000
8649,9 days 00:00:00.000000000
8650,9 days 00:00:00.000000000
8651,7 days 00:00:00.000000000
8652,8 days 00:00:00.000000000
8653,11 days 00:00:00.000000000
8654,7 days 00:00:00.000000000
8655,7 days 00:00:00.000000000
8656,7 days 00:00:00.000000000
8657,92 days 00:00:00.000000000
8658,32 days 00:00:00.000000000
8659,7 days 00:00:00.000000000
8660,7 days 00:00:00.000000000
8661,7 days 00:00:00.000000000
8662,7 days 00:00:00.000000000
8663,31 days 00:00:00.000000000
8664,34 days 00:00:00.000000000
8665,34 days 00:00:00.000000000
8666,34 days 00:00:00.000000000
8667,34 days 00:00:00.000000000
8668,34 days 00:00:00.000000000
8669,11 days 00:00:00.000000000
8670,35 days 00:00:00.000000000
8671,11 days 00:00:00.000000000
8672,7 days 00:00:00.000000000
8673,7 days 00:00:00.000000000
8674,7 days 00:00:00.000000000
8675,32 days 00:00:00.000000000
8676,7 days 00:00:00.000000000
8677,7 days 00:00:00.000000000
8678,42 days 00:00:00.000000000
8679,42 days 00:00:00.000000000
8680,7 days 00:00:00.000000000
8681,7 days 00:00:00.000000000
8682,34 days 00:00:00.000000000
8683,7 days 00:00:00.000000000
8684,7 days 00:00:00.000000000
8685,61 days 00:00:00.000000000
8686,49 days 00:00:00.000000000
8687,56 days 00:00:00.000000000
8688,61 days 00:00:00.000000000
8689,91 days 00:00:00.000000000
8690,36 days 00:00:00.000000000
8691,61 days 00:00:00.000000000
8692,7 days 00:00:00.000000000
8693,7 days 00:00:00.000000000
8694,91 days 00:00:00.000000000
8695,30 days 00:00:00.000000000
8696,7 days 00:00:00.000000000
8697,7 days 00:00:00.000000000
8698,7 days 00:00:00.000000000
8699,7 days 00:00:00.000000000
8700,7 days 00:00:00.000000000
8701,91 days 00:00:00.000000000
8702,91 days 00:00:00.000000000
8703,91 days 00:00:00.000000000
8704,90 days 00:00:00.000000000
8705,93 days 00:00:00.000000000
8706,33 days 00:00:00.000000000
8707,7 days 00:00:00.000000000
8708,7 days 00:00:00.000000000
8709,7 days 00:00:00.000000000
8710,7 days 00:00:00.000000000
8711,7 days 00:00:00.000000000
8712,97 days 00:00:00.000000000
8713,35 days 00:00:00.000000000
8714,30 days 00:00:00.000000000
8715,31 days 00:00:00.000000000
8716,31 days 00:00:00.000000000
8717,31 days 00:00:00.000000000
8718,7 days 00:00:00.000000000
8719,32 days 00:00:00.000000000
8720,7 days 00:00:00.000000000
8721,30 days 00:00:00.000000000
8722,63 days 00:00:00.000000000
8723,62 days 00:00:00.000000000
8724,62 days 00:00:00.000000000
8725,94 days 00:00:00.000000000
8726,8 days 00:00:00.000000000
8727,8 days 00:00:00.000000000
8728,7 days 00:00:00.000000000
8729,7 days 00:00:00.000000000
8730,7 days 00:00:00.000000000
8731,7 days 00:00:00.000000000
8732,7 days 00:00:00.000000000
8733,7 days 00:00:00.000000000
8734,7 days 00:00:00.000000000
8735,7 days 00:00:00.000000000
8736,35 days 00:00:00.000000000
8737,93 days 00:00:00.000000000
8738,32 days 00:00:00.000000000
8739,96 days 00:00:00.000000000
8740,35 days 00:00:00.000000000
8741,34 days 00:00:00.000000000
8742,7 days 00:00:00.000000000
8743,30 days 00:00:00.000000000
8744,30 days 00:00:00.000000000
8745,30 days 00:00:00.000000000
8746,7 days 00:00:00.000000000
8747,92 days 00:00:00.000000000
8748,92 days 00:00:00.000000000
8749,92 days 00:00:00.000000000
8750,7 days 00:00:00.000000000
8751,7 days 00:00:00.000000000
8752,7 days 00:00:00.000000000
8753,7 days 00:00:00.000000000
8754,7 days 00:00:00.000000000
8755,91 days 00:00:00.000000000
8756,91 days 00:00:00.000000000
8757,92 days 00:00:00.000000000
8758,8 days 00:00:00.000000000
8759,35 days 00:00:00.000000000
8760,1 days 00:00:00.000000000
8761,1 days 00:00:00.000000000
8762,1 days 00:00:00.000000000
8763,9 days 00:00:00.000000000
8764,94 days 00:00:00.000000000
8765,38 days 00:00:00.000000000
8766,31 days 00:00:00.000000000
8767,7 days 00:00:00.000000000
8768,7 days 00:00:00.000000000
8769,60 days 00:00:00.000000000
8770,35 days 00:00:00.000000000
8771,7 days 00:00:00.000000000
8772,1 days 00:00:00.000000000
8773,1 days 00:00:00.000000000
8774,62 days 00:00:00.000000000
8775,7 days 00:00:00.000000000
8776,62 days 00:00:00.000000000
8777,44 days 00:00:00.000000000
8778,35 days 00:00:00.000000000
8779,55 days 00:00:00.000000000
8780,55 days 00:00:00.000000000
8781,7 days 00:00:00.000000000
8782,94 days 00:00:00.000000000
8783,34 days 00:00:00.000000000
8784,34 days 00:00:00.000000000
8785,35 days 00:00:00.000000000
8786,35 days 00:00:00.000000000
8787,35 days 00:00:00.000000000
8788,3 days 00:00:00.000000000
8789,67 days 00:00:00.000000000
8790,11 days 00:00:00.000000000
8791,32 days 00:00:00.000000000
8792,32 days 00:00:00.000000000
8793,32 days 00:00:00.000000000
8794,32 days 00:00:00.000000000
8795,32 days 00:00:00.000000000
8796,11 days 00:00:00.000000000
8797,7 days 00:00:00.000000000
8798,7 days 00:00:00.000000000
8799,9 days 00:00:00.000000000
8800,7 days 00:00:00.000000000
8801,7 days 00:00:00.000000000
8802,94 days 00:00:00.000000000
8803,92 days 00:00:00.000000000
8804,92 days 00:00:00.000000000
8805,92 days 00:00:00.000000000
8806,105 days 00:00:00.000000000
8807,32 days 00:00:00.000000000
8808,66 days 00:00:00.000000000
8809,30 days 00:00:00.000000000
8810,30 days 00:00:00.000000000
8811,35 days 00:00:00.000000000
8812,35 days 00:00:00.000000000
8813,34 days 00:00:00.000000000
8814,91 days 00:00:00.000000000
8815,91 days 00:00:00.000000000
8816,7 days 00:00:00.000000000
8817,34 days 00:00:00.000000000
8818,94 days 00:00:00.000000000
8819,56 days 00:00:00.000000000
8820,7 days 00:00:00.000000000
8821,59 days 00:00:00.000000000
8822,30 days 00:00:00.000000000
8823,30 days 00:00:00.000000000
8824,30 days 00:00:00.000000000
8825,91 days 00:00:00.000000000
8826,12 days 00:00:00.000000000
8827,10 days 00:00:00.000000000
8828,64 days 00:00:00.000000000
8829,9 days 00:00:00.000000000
8830,35 days 00:00:00.000000000
8831,93 days 00:00:00.000000000
8832,7 days 00:00:00.000000000
8833,92 days 00:00:00.000000000
8834,93 days 00:00:00.000000000
8835,63 days 00:00:00.000000000
8836,63 days 00:00:00.000000000
8837,8 days 00:00:00.000000000
8838,35 days 00:00:00.000000000
8839,93 days 00:00:00.000000000
8840,93 days 00:00:00.000000000
8841,91 days 00:00:00.000000000
8842,1 days 00:00:00.000000000
8843,1 days 00:00:00.000000000
8844,1 days 00:00:00.000000000
8845,31 days 00:00:00.000000000
8846,88 days 00:00:00.000000000
8847,7 days 00:00:00.000000000
8848,7 days 00:00:00.000000000
8849,7 days 00:00:00.000000000
8850,90 days 00:00:00.000000000
8851,7 days 00:00:00.000000000
8852,7 days 00:00:00.000000000
8853,7 days 00:00:00.000000000
8854,7 days 00:00:00.000000000
8855,7 days 00:00:00.000000000
8856,7 days 00:00:00.000000000
8857,91 days 00:00:00.000000000
8858,91 days 00:00:00.000000000
8859,7 days 00:00:00.000000000
8860,7 days 00:00:00.000000000
8861,7 days 00:00:00.000000000
8862,7 days 00:00:00.000000000
8863,32 days 00:00:00.000000000
8864,32 days 00:00:00.000000000
8865,61 days 00:00:00.000000000
8866,7 days 00:00:00.000000000
8867,7 days 00:00:00.000000000
8868,9 days 00:00:00.000000000
8869,7 days 00:00:00.000000000
8870,37 days 00:00:00.000000000
8871,37 days 00:00:00.000000000
8872,7 days 00:00:00.000000000
8873,7 days 00:00:00.000000000
8874,7 days 00:00:00.000000000
8875,92 days 00:00:00.000000000
8876,31 days 00:00:00.000000000
8877,88 days 00:00:00.000000000
8878,91 days 00:00:00.000000000
8879,92 days 00:00:00.000000000
8880,35 days 00:00:00.000000000
8881,92 days 00:00:00.000000000
8882,92 days 00:00:00.000000000
8883,94 days 00:00:00.000000000
8884,34 days 00:00:00.000000000
8885,7 days 00:00:00.000000000
8886,7 days 00:00:00.000000000
8887,35 days 00:00:00.000000000
8888,35 days 00:00:00.000000000
8889,4 days 00:00:00.000000000
8890,4 days 00:00:00.000000000
8891,7 days 00:00:00.000000000
8892,7 days 00:00:00.000000000
8893,90 days 00:00:00.000000000
8894,35 days 00:00:00.000000000
8895,35 days 00:00:00.000000000
8896,11 days 00:00:00.000000000
8897,34 days 00:00:00.000000000
8898,34 days 00:00:00.000000000
8899,7 days 00:00:00.000000000
8900,7 days 00:00:00.000000000
8901,7 days 00:00:00.000000000
8902,7 days 00:00:00.000000000
8903,35 days 00:00:00.000000000
8904,93 days 00:00:00.000000000
8905,7 days 00:00:00.000000000
8906,7 days 00:00:00.000000000
8907,64 days 00:00:00.000000000
8908,9 days 00:00:00.000000000
8909,7 days 00:00:00.000000000
8910,9 days 00:00:00.000000000
8911,31 days 00:00:00.000000000
8912,90 days 00:00:00.000000000
8913,6 days 00:00:00.000000000
8914,7 days 00:00:00.000000000
8915,7 days 00:00:00.000000000
8916,7 days 00:00:00.000000000
8917,9 days 00:00:00.000000000
8918,94 days 00:00:00.000000000
8919,93 days 00:00:00.000000000
8920,35 days 00:00:00.000000000
8921,7 days 00:00:00.000000000
8922,7 days 00:00:00.000000000
8923,33 days 00:00:00.000000000
8924,33 days 00:00:00.000000000
8925,33 days 00:00:00.000000000
8926,33 days 00:00:00.000000000
8927,94 days 00:00:00.000000000
8928,90 days 00:00:00.000000000
8929,33 days 00:00:00.000000000
8930,94 days 00:00:00.000000000
8931,10 days 00:00:00.000000000
8932,10 days 00:00:00.000000000
8933,96 days 00:00:00.000000000
8934,63 days 00:00:00.000000000
8935,94 days 00:00:00.000000000
8936,7 days 00:00:00.000000000
8937,34 days 00:00:00.000000000
8938,67 days 00:00:00.000000000
8939,92 days 00:00:00.000000000
8940,31 days 00:00:00.000000000
8941,7 days 00:00:00.000000000
8942,67 days 00:00:00.000000000
8943,6 days 00:00:00.000000000
8944,7 days 00:00:00.000000000
8945,7 days 00:00:00.000000000
8946,7 days 00:00:00.000000000
8947,7 days 00:00:00.000000000
8948,93 days 00:00:00.000000000
8949,7 days 00:00:00.000000000
8950,7 days 00:00:00.000000000
8951,7 days 00:00:00.000000000
8952,9 days 00:00:00.000000000
8953,7 days 00:00:00.000000000
8954,7 days 00:00:00.000000000
8955,91 days 00:00:00.000000000
8956,8 days 00:00:00.000000000
8957,7 days 00:00:00.000000000
8958,92 days 00:00:00.000000000
8959,96 days 00:00:00.000000000
8960,96 days 00:00:00.000000000
8961,32 days 00:00:00.000000000
8962,32 days 00:00:00.000000000
8963,32 days 00:00:00.000000000
8964,32 days 00:00:00.000000000
8965,32 days 00:00:00.000000000
8966,32 days 00:00:00.000000000
8967,61 days 00:00:00.000000000
8968,28 days 00:00:00.000000000
8969,7 days 00:00:00.000000000
8970,7 days 00:00:00.000000000
8971,7 days 00:00:00.000000000
8972,91 days 00:00:00.000000000
8973,8 days 00:00:00.000000000
8974,62 days 00:00:00.000000000
8975,30 days 00:00:00.000000000
8976,30 days 00:00:00.000000000
8977,28 days 00:00:00.000000000
8978,11 days 00:00:00.000000000
8979,7 days 00:00:00.000000000
8980,7 days 00:00:00.000000000
8981,7 days 00:00:00.000000000
8982,7 days 00:00:00.000000000
8983,30 days 00:00:00.000000000
8984,30 days 00:00:00.000000000
8985,7 days 00:00:00.000000000
8986,63 days 00:00:00.000000000
8987,34 days 00:00:00.000000000
8988,34 days 00:00:00.000000000
8989,29 days 00:00:00.000000000
8990,7 days 00:00:00.000000000
8991,7 days 00:00:00.000000000
8992,11 days 00:00:00.000000000
8993,8 days 00:00:00.000000000
8994,92 days 00:00:00.000000000
8995,9 days 00:00:00.000000000
8996,7 days 00:00:00.000000000
8997,34 days 00:00:00.000000000
8998,34 days 00:00:00.000000000
8999,96 days 00:00:00.000000000
9000,5 days 00:00:00.000000000
9001,7 days 00:00:00.000000000
9002,7 days 00:00:00.000000000
9003,7 days 00:00:00.000000000
9004,7 days 00:00:00.000000000
9005,30 days 00:00:00.000000000
9006,61 days 00:00:00.000000000
9007,12 days 00:00:00.000000000
9008,12 days 00:00:00.000000000
9009,12 days 00:00:00.000000000
9010,63 days 00:00:00.000000000
9011,63 days 00:00:00.000000000
9012,7 days 00:00:00.000000000
9013,35 days 00:00:00.000000000
9014,35 days 00:00:00.000000000
9015,35 days 00:00:00.000000000
9016,7 days 00:00:00.000000000
9017,7 days 00:00:00.000000000
9018,30 days 00:00:00.000000000
9019,35 days 00:00:00.000000000
9020,35 days 00:00:00.000000000
9021,35 days 00:00:00.000000000
9022,9 days 00:00:00.000000000
9023,31 days 00:00:00.000000000
9024,8 days 00:00:00.000000000
9025,7 days 00:00:00.000000000
9026,32 days 00:00:00.000000000
9027,32 days 00:00:00.000000000
9028,32 days 00:00:00.000000000
9029,7 days 00:00:00.000000000
9030,7 days 00:00:00.000000000
9031,9 days 00:00:00.000000000
9032,63 days 00:00:00.000000000
9033,92 days 00:00:00.000000000
9034,34 days 00:00:00.000000000
9035,7 days 00:00:00.000000000
9036,7 days 00:00:00.000000000
9037,7 days 00:00:00.000000000
9038,28 days 00:00:00.000000000
9039,60 days 00:00:00.000000000
9040,7 days 00:00:00.000000000
9041,7 days 00:00:00.000000000
9042,35 days 00:00:00.000000000
9043,94 days 00:00:00.000000000
9044,34 days 00:00:00.000000000
9045,7 days 00:00:00.000000000
9046,3 days 00:00:00.000000000
9047,25 days 00:00:00.000000000
9048,31 days 00:00:00.000000000
9049,32 days 00:00:00.000000000
9050,13 days 00:00:00.000000000
9051,7 days 00:00:00.000000000
9052,31 days 00:00:00.000000000
9053,3 days 00:00:00.000000000
9054,34 days 00:00:00.000000000
9055,93 days 00:00:00.000000000
9056,1 days 00:00:00.000000000
9057,1 days 00:00:00.000000000
9058,1 days 00:00:00.000000000
9059,7 days 00:00:00.000000000
9060,7 days 00:00:00.000000000
9061,8 days 00:00:00.000000000
9062,9 days 00:00:00.000000000
9063,7 days 00:00:00.000000000
9064,7 days 00:00:00.000000000
9065,7 days 00:00:00.000000000
9066,7 days 00:00:00.000000000
9067,7 days 00:00:00.000000000
9068,32 days 00:00:00.000000000
9069,67 days 00:00:00.000000000
9070,30 days 00:00:00.000000000
9071,30 days 00:00:00.000000000
9072,32 days 00:00:00.000000000
9073,32 days 00:00:00.000000000
9074,11 days 00:00:00.000000000
9075,91 days 00:00:00.000000000
9076,91 days 00:00:00.000000000
9077,28 days 00:00:00.000000000
9078,31 days 00:00:00.000000000
9079,94 days 00:00:00.000000000
9080,29 days 00:00:00.000000000
9081,28 days 00:00:00.000000000
9082,7 days 00:00:00.000000000
9083,64 days 00:00:00.000000000
9084,11 days 00:00:00.000000000
9085,7 days 00:00:00.000000000
9086,4 days 00:00:00.000000000
9087,92 days 00:00:00.000000000
9088,96 days 00:00:00.000000000
9089,35 days 00:00:00.000000000
9090,7 days 00:00:00.000000000
9091,7 days 00:00:00.000000000
9092,7 days 00:00:00.000000000
9093,35 days 00:00:00.000000000
9094,8 days 00:00:00.000000000
9095,7 days 00:00:00.000000000
9096,8 days 00:00:00.000000000
9097,7 days 00:00:00.000000000
9098,30 days 00:00:00.000000000
9099,36 days 00:00:00.000000000
9100,34 days 00:00:00.000000000
9101,9 days 00:00:00.000000000
9102,31 days 00:00:00.000000000
9103,7 days 00:00:00.000000000
9104,33 days 00:00:00.000000000
9105,67 days 00:00:00.000000000
9106,7 days 00:00:00.000000000
9107,7 days 00:00:00.000000000
9108,66 days 00:00:00.000000000
9109,7 days 00:00:00.000000000
9110,7 days 00:00:00.000000000
9111,7 days 00:00:00.000000000
9112,7 days 00:00:00.000000000
9113,92 days 00:00:00.000000000
9114,4 days 00:00:00.000000000
9115,35 days 00:00:00.000000000
9116,35 days 00:00:00.000000000
9117,9 days 00:00:00.000000000
9118,34 days 00:00:00.000000000
9119,7 days 00:00:00.000000000
9120,7 days 00:00:00.000000000
9121,7 days 00:00:00.000000000
9122,34 days 00:00:00.000000000
9123,7 days 00:00:00.000000000
9124,9 days 00:00:00.000000000
9125,7 days 00:00:00.000000000
9126,7 days 00:00:00.000000000
9127,34 days 00:00:00.000000000
9128,28 days 00:00:00.000000000
9129,97 days 00:00:00.000000000
9130,98 days 00:00:00.000000000
9131,7 days 00:00:00.000000000
9132,63 days 00:00:00.000000000
9133,91 days 00:00:00.000000000
9134,34 days 00:00:00.000000000
9135,9 days 00:00:00.000000000
9136,34 days 00:00:00.000000000
9137,7 days 00:00:00.000000000
9138,7 days 00:00:00.000000000
9139,91 days 00:00:00.000000000
9140,91 days 00:00:00.000000000
9141,95 days 00:00:00.000000000
9142,7 days 00:00:00.000000000
9143,7 days 00:00:00.000000000
9144,7 days 00:00:00.000000000
9145,32 days 00:00:00.000000000
9146,6 days 00:00:00.000000000
9147,6 days 00:00:00.000000000
